movieId,normalized_title,genres,mode_rating
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,5.0
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,3.0
108,Catwalk,Documentary,3.0
109,Headless Body in Topless Bar,Comedy|Drama|Thriller,1.0
110,Braveheart,Action|Drama|War,5.0
111,Taxi Driver,Crime|Drama|Thriller,4.0
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,3.0
113,Before and After,Drama|Mystery,3.0
114,Margaret's Museum,Drama,4.0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,4.0
116,Anne Frank Remembered,Documentary,4.0
117,"Young Poisoner's Handbook, The",Crime|Drama,4.0
118,If Lucy Fell,Comedy|Romance,3.0
119,"Steal Big, Steal Little",Comedy,3.0
120,Race the Sun,Adventure|Comedy|Drama,3.0
121,"Boys of St. Vincent, The",Drama,4.0
122,Boomerang,Comedy|Romance,3.0
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,5.0
124,"Star Maker, The (Uomo delle stelle, L')",Drama,3.0
125,Flirting With Disaster,Comedy,4.0
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,3.0
127,"Silences of the Palace, The (Saimt el Qusur)",Drama,3.0
128,Jupiter's Wife,Documentary,3.0
129,Pie in the Sky,Comedy|Romance,3.0
130,Angela,Drama,3.0
131,Frankie Starlight,Drama|Romance,3.0
132,Jade,Thriller,3.0
133,Nueba Yol,Comedy|Drama,3.0
134,Sonic Outlaws,Documentary,5.0
135,Down Periscope,Comedy,3.0
136,From the Journals of Jean Seberg,Documentary,4.0
137,Man of the Year,Documentary,3.0
138,"Neon Bible, The",Drama,3.0
139,Target,Action|Drama,3.0
140,Up Close and Personal,Drama|Romance,3.0
141,"Birdcage, The",Comedy,3.0
142,Shadows (Cienie),Drama,4.0
143,Gospa,Drama,1.0
144,"Brothers McMullen, The",Comedy,4.0
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,3.0
146,"Amazing Panda Adventure, The",Adventure|Children,3.0
147,"Basketball Diaries, The",Drama,4.0
148,"Awfully Big Adventure, An",Drama,3.0
149,Amateur,Crime|Drama|Thriller,4.0
150,Apollo 13,Adventure|Drama|IMAX,4.0
151,Rob Roy,Action|Drama|Romance|War,4.0
152,"Addiction, The",Drama|Horror,3.0
153,Batman Forever,Action|Adventure|Comedy|Crime,3.0
154,Beauty of the Day (Belle de jour),Drama,4.0
155,Beyond Rangoon,Adventure|Drama|War,3.0
156,Blue in the Face,Comedy|Drama,3.0
157,Canadian Bacon,Comedy|War,3.0
158,Casper,Adventure|Children,3.0
159,Clockers,Crime|Drama|Mystery,3.0
160,Congo,Action|Adventure|Mystery|Sci-Fi,3.0
161,Crimson Tide,Drama|Thriller|War,4.0
162,Crumb,Documentary,4.0
163,Desperado,Action|Romance|Western,3.0
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,3.0
165,Die Hard: With a Vengeance,Action|Crime|Thriller,3.0
166,"Doom Generation, The",Comedy|Crime|Drama,3.0
167,Feast of July,Drama,3.0
168,First Knight,Action|Drama|Romance,3.0
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,3.0
170,Hackers,Action|Adventure|Crime|Thriller,3.0
171,Jeffrey,Comedy|Drama,4.0
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,3.0
173,Judge Dredd,Action|Crime|Sci-Fi,3.0
174,Jury Duty,Comedy,3.0
175,Kids,Drama,4.0
176,Living in Oblivion,Comedy,4.0
177,Lord of Illusions,Horror,3.0
178,Love & Human Remains,Comedy|Drama,3.0
179,Mad Love,Drama|Romance,3.0
180,Mallrats,Comedy|Romance,4.0
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1.0
182,Moonlight and Valentino,Drama|Romance,3.0
183,Mute Witness,Comedy|Horror|Thriller,3.0
184,Nadja,Drama,3.0
185,"Net, The",Action|Crime|Thriller,3.0
186,Nine Months,Comedy|Romance,3.0
187,Party Girl,Comedy,4.0
188,"Prophecy, The",Fantasy|Horror|Mystery,3.0
189,Reckless,Comedy|Fantasy,3.0
190,Safe,Thriller,4.0
191,"Scarlet Letter, The",Drama|Romance,3.0
192,"Show, The",Documentary,3.0
193,Showgirls,Drama,1.0
194,Smoke,Comedy|Drama,4.0
195,Something to Talk About,Comedy|Drama|Romance,3.0
196,Species,Horror|Sci-Fi,3.0
197,"Stars Fell on Henrietta, The",Drama,3.0
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,4.0
200,"Tie That Binds, The",Thriller,3.0
201,Three Wishes,Drama|Fantasy,3.0
202,Total Eclipse,Drama|Romance,3.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,3.0
204,Under Siege 2: Dark Territory,Action,3.0
205,Unstrung Heroes,Comedy|Drama,3.0
206,Unzipped,Documentary,4.0
207,"Walk in the Clouds, A",Drama|Romance,3.0
208,Waterworld,Action|Adventure|Sci-Fi,3.0
209,White Man's Burden,Drama,3.0
210,Wild Bill,Western,3.0
211,"Browning Version, The",Drama,4.0
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,3.0
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,4.0
214,Before the Rain (Pred dozhdot),Drama|War,5.0
215,Before Sunrise,Drama|Romance,4.0
216,Billy Madison,Comedy,3.0
217,"Babysitter, The",Drama|Thriller,3.0
218,Boys on the Side,Comedy|Drama,3.0
219,"Cure, The",Drama,3.0
220,Castle Freak,Horror,3.0
222,Circle of Friends,Drama|Romance,4.0
223,Clerks,Comedy,4.0
224,Don Juan DeMarco,Comedy|Drama|Romance,3.0
225,Disclosure,Drama|Thriller,3.0
226,Dream Man,Thriller,3.0
227,Drop Zone,Action|Thriller,3.0
228,Destiny Turns on the Radio,Comedy,3.0
229,Death and the Maiden,Drama|Thriller,4.0
230,Dolores Claiborne,Drama|Thriller,4.0
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,3.0
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,4.0
233,Exotica,Drama,4.0
234,Exit to Eden,Comedy,3.0
235,Ed Wood,Comedy|Drama,4.0
236,French Kiss,Action|Comedy|Romance,3.0
237,Forget Paris,Comedy|Romance,3.0
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,3.0
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,3.0
240,Hideaway,Thriller,3.0
241,Fluke,Children|Drama,3.0
242,Farinelli: il castrato,Drama|Musical,4.0
243,Gordy,Children|Comedy|Fantasy,3.0
244,Gumby: The Movie,Animation|Children,3.0
245,"Glass Shield, The",Crime|Drama,3.0
246,Hoop Dreams,Documentary,5.0
247,Heavenly Creatures,Crime|Drama,4.0
248,Houseguest,Comedy,3.0
249,Immortal Beloved,Drama|Romance,4.0
250,Heavyweights (Heavy Weights),Children|Comedy,3.0
251,"Hunted, The",Action,3.0
252,I.Q.,Comedy|Romance,3.0
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,3.0
254,Jefferson in Paris,Drama,3.0
255,"Jerky Boys, The",Comedy,3.0
256,Junior,Comedy|Sci-Fi,3.0
257,Just Cause,Mystery|Thriller,3.0
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,3.0
259,Kiss of Death,Crime|Drama|Thriller,3.0
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,5.0
261,Little Women,Drama,4.0
262,"Little Princess, A",Children|Drama,4.0
263,Ladybird Ladybird,Drama,4.0
264,"Enfer, L'",Drama,3.0
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,4.0
266,Legends of the Fall,Drama|Romance|War|Western,3.0
267,Major Payne,Comedy,3.0
268,Little Odessa,Crime|Drama,3.0
269,My Crazy Life (Mi vida loca),Drama,3.0
270,Love Affair,Drama|Romance,3.0
271,Losing Isaiah,Drama,3.0
272,"Madness of King George, The",Comedy|Drama,4.0
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,3.0
274,Man of the House,Comedy,3.0
275,Mixed Nuts,Comedy,3.0
276,Milk Money,Comedy|Romance,3.0
277,Miracle on 34th Street,Drama,3.0
278,Miami Rhapsody,Comedy,3.0
279,My Family,Drama,4.0
280,Murder in the First,Drama|Thriller,4.0
281,Nobody's Fool,Comedy|Drama|Romance,4.0
282,Nell,Drama,3.0
283,New Jersey Drive,Crime|Drama,3.0
284,New York Cop (Nyû Yôku no koppu),Action|Crime,3.0
285,Beyond Bedlam,Drama|Horror,1.0
286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1.0
287,Nina Takes a Lover,Comedy|Romance,3.0
288,Natural Born Killers,Action|Crime|Thriller,3.0
289,Only You,Comedy|Romance,3.0
290,Once Were Warriors,Crime|Drama,4.0
291,Poison Ivy II,Drama|Thriller,3.0
292,Outbreak,Action|Drama|Sci-Fi|Thriller,3.0
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,4.0
294,"Perez Family, The",Comedy|Romance,3.0
295,"Pyromaniac's Love Story, A",Comedy|Romance,3.0
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,5.0
297,Panther,Drama,3.0
298,Pushing Hands (Tui shou),Drama,4.0
299,Priest,Drama,4.0
300,Quiz Show,Drama,4.0
301,Picture Bride (Bijo photo),Drama|Romance,4.0
302,"Queen Margot (Reine Margot, La)",Drama|Romance,4.0
303,"Quick and the Dead, The",Action|Thriller|Western,3.0
304,Roommates,Comedy|Drama,3.0
305,Ready to Wear (Pret-A-Porter),Comedy,3.0
306,Three Colors: Red (Trois couleurs: Rouge),Drama,5.0
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,4.0
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,4.0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,4.0
310,Rent-a-Kid,Comedy,3.0
311,Relative Fear,Horror|Thriller,3.0
312,Stuart Saves His Family,Comedy,3.0
313,"Swan Princess, The",Animation|Children,3.0
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,4.0
315,"Specialist, The",Action|Drama|Thriller,3.0
316,Stargate,Action|Adventure|Sci-Fi,3.0
317,"Santa Clause, The",Comedy|Drama|Fantasy,3.0
318,"Shawshank Redemption, The",Crime|Drama,5.0
319,Shallow Grave,Comedy|Drama|Thriller,4.0
320,Suture,Film-Noir|Thriller,3.0
321,Strawberry and Chocolate (Fresa y chocolate),Drama,4.0
322,Swimming with Sharks,Comedy|Drama,4.0
324,"Sum of Us, The",Comedy|Drama,4.0
325,National Lampoon's Senior Trip,Comedy,3.0
326,To Live (Huozhe),Drama,4.0
327,Tank Girl,Action|Comedy|Sci-Fi,3.0
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,3.0
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,3.0
330,Tales from the Hood,Action|Crime|Horror,3.0
331,Tom & Viv,Drama,3.0
332,Village of the Damned,Horror|Sci-Fi,3.0
333,Tommy Boy,Comedy,3.0
334,Vanya on 42nd Street,Drama,4.0
335,Underneath,Mystery|Thriller,3.0
336,"Walking Dead, The",Drama|War,3.0
337,What's Eating Gilbert Grape,Drama,4.0
338,Virtuosity,Action|Sci-Fi|Thriller,3.0
339,While You Were Sleeping,Comedy|Romance,3.0
340,"War, The",Adventure|Drama|War,3.0
341,Double Happiness,Drama,4.0
342,Muriel's Wedding,Comedy,4.0
343,"Baby-Sitters Club, The",Children,3.0
344,Ace Ventura: Pet Detective,Comedy,3.0
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,4.0
346,Backbeat,Drama|Musical,4.0
347,Bitter Moon,Drama|Film-Noir|Romance,3.0
348,Bullets Over Broadway,Comedy,4.0
349,Clear and Present Danger,Action|Crime|Drama|Thriller,4.0
350,"Client, The",Drama|Mystery|Thriller,3.0
351,"Corrina, Corrina",Comedy|Drama|Romance,3.0
352,Crooklyn,Comedy|Drama,3.0
353,"Crow, The",Action|Crime|Fantasy|Thriller,3.0
354,Cobb,Drama,3.0
355,"Flintstones, The",Children|Comedy|Fantasy,3.0
356,Forrest Gump,Comedy|Drama|Romance|War,5.0
357,Four Weddings and a Funeral,Comedy|Romance,4.0
358,Higher Learning,Drama,3.0
359,I Like It Like That,Comedy|Drama|Romance,3.0
360,I Love Trouble,Action|Comedy,3.0
361,It Could Happen to You,Comedy|Drama|Romance,3.0
362,"Jungle Book, The",Adventure|Children|Romance,3.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,4.0
364,"Lion King, The",Adventure|Animation|Children|Drama|IMAX|Musical,4.0
365,Little Buddha,Drama,3.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,3.0
367,"Mask, The",Action|Comedy|Crime|Fantasy,3.0
368,Maverick,Adventure|Comedy|Western,3.0
369,Mrs. Parker and the Vicious Circle,Drama,3.0
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,3.0
371,"Paper, The",Comedy|Drama,3.0
372,Reality Bites,Comedy|Drama|Romance,3.0
373,Red Rock West,Thriller,4.0
374,Richie Rich,Children|Comedy,3.0
375,Safe Passage,Drama,3.0
376,"River Wild, The",Action|Thriller,3.0
377,Speed,Action|Romance|Thriller,4.0
378,Speechless,Comedy|Romance,3.0
379,Timecop,Action|Sci-Fi|Thriller,3.0
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,3.0
381,When a Man Loves a Woman,Drama|Romance,3.0
382,Wolf,Drama|Horror|Romance|Thriller,3.0
383,Wyatt Earp,Western,3.0
384,Bad Company,Action|Crime|Drama,3.0
385,"Man of No Importance, A",Drama,4.0
386,S.F.W.,Drama,3.0
387,"Low Down Dirty Shame, A",Action|Comedy,3.0
388,Boys Life,Drama,4.0
389,"Colonel Chabert, Le",Drama|Romance|War,4.0
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,4.0
391,Jason's Lyric,Crime|Drama,3.0
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,4.0
393,Street Fighter,Action|Adventure|Fantasy,1.0
394,Coldblooded,Comedy,3.0
395,Desert Winds,Drama|Fantasy|Romance,3.0
396,Fall Time,Drama,2.0
397,"Fear, The",Horror,1.0
398,Frank and Ollie,Documentary,4.0
399,Girl in the Cadillac,Drama,1.0
400,Homage,Drama,3.0
401,Mirage,Action|Thriller,4.0
402,Open Season,Comedy,3.0
403,Two Crimes (Dos crímenes),Comedy|Crime|Drama,0.5
404,Brother Minister: The Assassination of Malcolm X,Documentary,4.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,3.0
406,Federal Hill,Drama,3.0
407,In the Mouth of Madness,Horror|Thriller,3.0
408,8 Seconds,Drama,3.0
409,Above the Rim,Crime|Drama,3.0
410,Addams Family Values,Children|Comedy|Fantasy,3.0
411,Martin Lawrence: You So Crazy,Comedy|Documentary,3.0
412,"Age of Innocence, The",Drama,3.0
413,Airheads,Comedy,3.0
414,"Air Up There, The",Comedy,3.0
415,Another Stakeout,Comedy|Thriller,3.0
416,Bad Girls,Western,3.0
417,Barcelona,Comedy|Romance,3.0
418,Being Human,Drama,3.0
419,"Beverly Hillbillies, The",Comedy,3.0
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,3.0
421,Black Beauty,Adventure|Children|Drama,3.0
422,Blink,Thriller,3.0
423,Blown Away,Action|Thriller,3.0
424,Blue Chips,Drama,3.0
425,Blue Sky,Drama|Romance,4.0
426,Body Snatchers,Horror|Sci-Fi|Thriller,3.0
427,Boxing Helena,Drama|Mystery|Romance|Thriller,3.0
428,"Bronx Tale, A",Drama,4.0
429,Cabin Boy,Comedy,3.0
430,Calendar Girl,Comedy|Drama,2.0
431,Carlito's Way,Crime|Drama,4.0
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,3.0
433,Clean Slate,Comedy,3.0
434,Cliffhanger,Action|Adventure|Thriller,3.0
435,Coneheads,Comedy|Sci-Fi,3.0
436,Color of Night,Drama|Thriller,3.0
437,Cops and Robbersons,Comedy,3.0
438,"Cowboy Way, The",Action|Comedy|Drama,3.0
439,Dangerous Game,Drama,3.0
440,Dave,Comedy|Romance,4.0
441,Dazed and Confused,Comedy,4.0
442,Demolition Man,Action|Adventure|Sci-Fi,3.0
443,"Endless Summer 2, The",Adventure|Documentary,4.0
444,Even Cowgirls Get the Blues,Comedy|Romance,3.0
445,Fatal Instinct,Comedy,3.0
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,4.0
447,"Favor, The",Comedy|Romance,3.0
448,Fearless,Drama,3.0
449,Fear of a Black Hat,Comedy,4.0
450,With Honors,Comedy|Drama,3.0
451,Flesh and Bone,Drama|Mystery|Romance,3.0
452,Widows' Peak,Drama,3.0
453,For Love or Money,Comedy|Romance,3.0
454,"Firm, The",Drama|Thriller,3.0
455,Free Willy,Adventure|Children|Drama,3.0
456,Fresh,Crime|Drama|Thriller,4.0
457,"Fugitive, The",Thriller,4.0
458,Geronimo: An American Legend,Drama|Western,3.0
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,3.0
460,Getting Even with Dad,Comedy,3.0
461,Go Fish,Drama|Romance,3.0
462,"Good Man in Africa, A",Action|Adventure,3.0
463,Guilty as Sin,Crime|Drama|Thriller,3.0
464,Hard Target,Action|Adventure|Crime|Thriller,3.0
465,Heaven & Earth,Action|Drama|War,3.0
466,Hot Shots! Part Deux,Action|Comedy|War,3.0
467,Live Nude Girls,Comedy,3.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,3.0
469,"House of the Spirits, The",Drama|Romance,3.0
470,House Party 3,Comedy,1.0
471,"Hudsucker Proxy, The",Comedy,4.0
472,I'll Do Anything,Comedy|Drama,3.0
473,In the Army Now,Comedy|War,3.0
474,In the Line of Fire,Action|Thriller,4.0
475,In the Name of the Father,Drama,4.0
476,"Inkwell, The",Comedy|Drama,3.0
477,What's Love Got to Do with It?,Drama|Musical,4.0
478,Jimmy Hollywood,Comedy|Crime|Drama,3.0
479,Judgment Night,Action|Crime|Thriller,3.0
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,4.0
481,Kalifornia,Drama|Thriller,3.0
482,Killing Zoe,Crime|Drama|Thriller,3.0
483,King of the Hill,Drama,4.0
484,Lassie,Adventure|Children,3.0
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,3.0
486,Life with Mikey,Comedy,3.0
487,Lightning Jack,Comedy|Western,3.0
488,M. Butterfly,Drama|Romance,3.0
489,Made in America,Comedy,3.0
490,Malice,Thriller,3.0
491,"Man Without a Face, The",Drama,3.0
492,Manhattan Murder Mystery,Comedy|Mystery,4.0
493,Menace II Society,Action|Crime|Drama,4.0
494,Executive Decision,Action|Adventure|Thriller,3.0
495,In the Realm of the Senses (Ai no corrida),Drama,4.0
496,What Happened Was...,Comedy|Drama|Romance|Thriller,3.0
497,Much Ado About Nothing,Comedy|Romance,4.0
498,Mr. Jones,Drama|Romance,3.0
499,Mr. Wonderful,Comedy|Romance,3.0
500,Mrs. Doubtfire,Comedy|Drama,3.0
501,Naked,Drama,4.0
502,"Next Karate Kid, The",Action|Children|Romance,3.0
503,"New Age, The",Drama,4.0
504,No Escape,Action|Drama|Sci-Fi,3.0
505,North,Comedy,3.0
506,Orlando,Drama|Fantasy|Romance,4.0
507,"Perfect World, A",Crime|Drama|Thriller,4.0
508,Philadelphia,Drama,4.0
509,"Piano, The",Drama|Romance,4.0
510,Poetic Justice,Drama,3.0
511,"Program, The",Action|Drama,3.0
512,"Puppet Masters, The",Horror|Sci-Fi,3.0
513,Radioland Murders,Comedy|Mystery|Romance,3.0
514,"Ref, The",Comedy,3.0
515,"Remains of the Day, The",Drama|Romance,4.0
516,Renaissance Man,Comedy|Drama,3.0
517,Rising Sun,Action|Drama|Mystery,3.0
518,"Road to Wellville, The",Comedy,3.0
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,3.0
520,Robin Hood: Men in Tights,Comedy,3.0
521,Romeo Is Bleeding,Crime|Thriller,3.0
522,Romper Stomper,Action|Drama,4.0
523,Ruby in Paradise,Drama,4.0
524,Rudy,Drama,4.0
525,"Saint of Fort Washington, The",Drama,3.0
526,"Savage Nights (Nuits fauves, Les)",Drama,4.0
527,Schindler's List,Drama|War,5.0
528,"Scout, The",Comedy|Drama,3.0
529,Searching for Bobby Fischer,Drama,4.0
530,Second Best,Drama,3.0
531,"Secret Garden, The",Children|Drama,4.0
532,Serial Mom,Comedy|Crime|Horror,3.0
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,3.0
534,Shadowlands,Drama|Romance,4.0
535,Short Cuts,Drama,4.0
536,"Simple Twist of Fate, A",Drama,3.0
537,Sirens,Drama,3.0
538,Six Degrees of Separation,Drama,4.0
539,Sleepless in Seattle,Comedy|Drama|Romance,4.0
540,Sliver,Thriller,3.0
541,Blade Runner,Action|Sci-Fi|Thriller,5.0
542,Son in Law,Comedy|Drama|Romance,3.0
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,3.0
544,Striking Distance,Action|Crime,3.0
545,Harem,Drama,3.0
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1.0
547,Surviving the Game,Action|Adventure|Thriller,3.0
548,Terminal Velocity,Action|Mystery|Thriller,3.0
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,4.0
550,Threesome,Comedy|Romance,3.0
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,4.0
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,3.0
553,Tombstone,Action|Drama|Western,4.0
554,Trial by Jury,Crime|Drama|Thriller,3.0
555,True Romance,Crime|Thriller,4.0
556,"War Room, The",Documentary,4.0
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,3.0
559,"Paris, France",Comedy,3.0
560,"Beans of Egypt, Maine, The",Drama,3.0
561,Killer (Bulletproof Heart),Drama|Thriller,4.0
562,Welcome to the Dollhouse,Comedy|Drama,4.0
563,Germinal,Drama|Romance,3.0
564,Chasers,Comedy,3.0
565,Cronos,Drama|Horror,3.0
566,Naked in New York,Comedy|Romance,3.0
